date,min_temperature_c,max_temperature_c,rainfall_mm,evaporation_mm,sunshine_hours,max_wind_speed_kmh,max_pressure_hpa,rain_today
2019-08-17,11.2,20.4,0.0,6.2,10.3,39.0,1019.5,0
2019-08-18,9.3,19.9,0.0,3.8,10.4,54.0,1020.1,0
2019-08-19,11.5,16.8,0.0,6.6,10.5,69.0,1016.4,0
2019-08-20,7.9,21.7,0.0,6.2,10.5,57.0,1023.5,0
2019-08-21,9.4,22.0,0.0,5.6,10.5,67.0,1016.0,0
2019-08-22,12.3,18.6,0.0,7.2,6.4,78.0,1015.4,0
2019-08-23,6.9,19.7,0.0,6.8,7.3,35.0,1027.6,0
2019-08-24,6.6,25.5,0.0,4.6,10.4,30.0,1021.1,0
2019-08-25,10.1,22.9,0.0,5.8,8.9,43.0,1017.5,0
2019-08-26,13.4,15.8,0.0,3.0,1.3,35.0,1023.0,0
2019-08-27,12.5,17.5,3.8,3.0,4.2,35.0,1023.1,1
2019-08-28,9.8,21.1,0.4,2.4,10.2,30.0,1021.5,1
2019-08-29,10.7,14.5,0.2,2.6,0.0,57.0,1022.8,1
2019-08-30,11.1,14.8,43.0,6.4,0.1,56.0,1025.1,1
2019-08-31,11.9,17.3,22.4,2.8,0.0,41.0,1025.2,1
2019-09-01,9.9,23.4,0.0,2.8,10.7,31.0,1022.4,0
2019-09-02,11.8,20.6,0.0,5.0,10.7,48.0,1018.3,0
2019-09-03,10.6,23.2,0.0,3.2,10.6,26.0,1018.0,0
2019-09-04,10.4,27.7,0.0,4.0,10.2,44.0,1015.9,0
2019-09-05,14.9,20.8,0.0,7.2,10.1,30.0,1016.9,0
2019-09-06,14.4,28.8,0.0,3.8,6.9,91.0,1007.2,0
2019-09-07,11.0,19.2,0.2,8.0,10.9,74.0,1007.2,1
2019-09-08,11.7,19.9,0.2,8.0,10.8,67.0,1012.7,1
2019-09-09,11.0,17.4,0.0,5.0,8.0,57.0,1012.1,0
2019-09-10,8.3,17.4,0.2,8.2,8.2,54.0,1025.0,1
2019-09-11,8.1,19.2,0.0,4.0,10.4,28.0,1031.5,0
2019-09-12,9.1,26.8,0.0,3.8,7.5,33.0,1023.8,0
2019-09-13,13.7,19.6,0.0,6.4,7.8,35.0,1024.7,0
2019-09-14,11.7,20.5,0.0,4.8,10.3,37.0,1023.5,0
2019-09-15,9.5,27.7,0.0,5.2,10.6,28.0,1022.7,0
2019-09-16,15.7,27.0,0.0,6.2,2.4,74.0,1015.3,0
2019-09-17,8.8,14.6,19.2,4.2,0.0,67.0,1022.0,1
2019-09-19,14.5,20.6,27.0,4.4,5.4,35.0,1027.2,1
2019-09-20,16.3,20.6,0.2,2.6,9.1,46.0,1027.1,1
2019-09-21,17.5,23.0,0.0,6.2,4.3,43.0,1022.3,0
2019-09-23,12.4,22.4,0.0,6.2,7.6,44.0,1023.3,0
2019-09-24,9.5,20.7,0.0,5.0,11.1,33.0,1027.7,0
2019-09-25,9.7,21.9,0.0,6.6,11.0,37.0,1028.3,0
2019-09-26,12.6,20.8,0.0,4.0,8.3,37.0,1026.9,0
2019-09-27,13.9,25.3,0.0,4.6,9.9,26.0,1019.6,0
2019-09-28,15.3,21.7,0.0,9.4,9.2,61.0,1016.7,0
2019-09-29,11.3,21.1,0.0,5.4,10.4,33.0,1019.0,0
2019-09-30,14.5,18.6,0.0,6.0,2.6,39.0,1025.3,0
2019-10-1,12.3,19.8,0.4,3.4,7.2,33.0,1031.8,1
2019-10-2,11.9,22.0,0.0,4.4,10.7,37.0,1029.2,0
2019-10-4,17.9,33.5,0.0,15.4,9.8,57.0,1018.2,0
2019-10-5,15.1,19.4,16.6,7.8,3.5,31.0,1024.0,1
2019-10-6,15.2,22.2,0.6,4.0,4.9,48.0,1018.6,1
2019-10-7,16.7,23.9,0.0,4.0,6.9,39.0,1011.9,0
2019-10-8,16.6,24.0,0.0,4.4,5.7,50.0,1011.3,0
2019-10-9,10.6,19.3,1.2,5.2,11.0,57.0,1022.2,1
2019-10-10,11.2,21.1,0.4,6.8,11.1,46.0,1023.5,1
2019-10-11,11.8,18.3,0.6,6.0,9.3,37.0,1020.1,1
2019-10-12,12.0,20.4,11.0,6.2,4.2,44.0,1018.8,1
2019-10-13,11.2,19.2,3.4,4.4,7.4,24.0,1021.6,1
2019-10-14,12.0,21.9,0.0,4.2,7.0,33.0,1018.1,0
2019-10-15,15.4,24.0,0.0,5.6,9.7,50.0,1013.6,0
2019-10-16,17.5,23.0,0.0,7.4,6.1,37.0,1012.6,0
2019-10-17,17.3,28.4,0.0,4.2,11.4,72.0,1006.4,0
2019-10-18,12.2,24.3,0.0,10.0,11.5,39.0,1017.5,0
2019-10-19,14.5,28.7,0.0,8.8,10.5,70.0,1015.5,0
2019-10-20,12.6,22.3,0.0,8.8,12.1,31.0,1022.3,0
2019-10-21,11.9,22.6,0.0,6.8,12.2,30.0,1027.3,0
2019-10-22,13.0,23.7,0.0,5.8,12.2,37.0,1026.2,0
2019-10-23,15.7,24.2,0.0,7.4,11.6,48.0,1024.1,0
2019-10-24,18.5,27.5,0.0,8.0,10.9,39.0,1019.1,0
2019-10-25,17.4,37.2,0.0,8.6,9.7,48.0,1012.9,0
2019-10-26,23.0,31.4,0.0,13.2,9.8,74.0,1003.9,0
2019-10-27,15.8,23.5,0.0,14.2,12.3,50.0,1015.3,0
2019-10-28,13.4,23.0,0.0,8.0,7.3,43.0,1022.1,0
2019-10-29,13.9,24.5,0.0,5.4,12.2,46.0,1024.2,0
2019-10-30,16.6,26.4,0.0,10.0,5.2,28.0,1018.8,0
2019-10-31,18.0,26.0,0.0,5.0,10.2,41.0,1018.1,0
2019-11-1,18.1,25.1,0.0,7.0,11.6,57.0,1018.3,0
2019-11-5,14.8,20.3,0.2,8.2,9.7,2.0,1015.3,1
2019-11-6,12.0,27.7,0.0,7.4,12.8,39.0,1013.9,0
2019-11-7,18.7,31.7,0.0,11.2,11.9,57.0,1004.3,0
2019-11-8,18.5,30.7,0.0,12.6,12.2,69.0,1002.4,0
2019-11-9,12.6,21.9,0.0,12.6,12.3,46.0,1012.1,0
2019-11-10,14.5,25.2,0.0,10.0,12.2,44.0,1012.6,0
2019-11-11,14.7,26.9,0.0,8.0,11.7,56.0,1016.7,0
2019-11-12,16.4,36.5,0.0,9.4,11.0,65.0,1007.6,0
2019-11-13,14.8,24.2,0.0,14.6,12.9,44.0,1013.7,0
2019-11-14,15.7,24.9,0.0,10.8,11.1,37.0,1015.9,0
2019-11-15,16.0,31.1,0.0,10.0,11.8,52.0,1010.6,0
2019-11-16,17.3,22.6,0.0,12.0,8.3,52.0,1016.2,0
2019-11-17,18.3,23.4,0.0,5.8,4.9,46.0,1015.9,0
2019-11-18,16.0,26.2,0.0,6.8,11.0,46.0,1019.5,0
2019-11-19,16.3,32.2,0.0,9.0,12.4,56.0,1012.3,0
2019-11-20,18.0,23.9,0.0,14.4,6.4,39.0,1018.2,0
2019-11-21,16.5,26.6,0.0,6.0,10.7,52.0,1016.3,0
2019-11-22,20.3,25.8,0.0,7.6,5.7,56.0,1013.1,0
2019-11-23,18.7,21.9,6.2,5.0,0.0,33.0,1015.4,1
2019-11-24,18.7,25.3,0.4,3.6,2.5,46.0,1019.9,1
2019-11-25,18.6,28.5,0.2,5.8,5.3,52.0,1012.4,1
2019-11-26,19.2,35.4,1.4,7.2,7.4,104.0,1004.0,1
2019-11-29,20.6,27.6,0.0,9.0,6.3,41.0,1014.7,0
2019-11-30,19.6,23.6,0.0,6.6,3.5,56.0,1008.5,0
2019-12-1,17.4,22.0,0.0,6.8,6.3,48.0,1006.9,0
2019-12-2,16.7,23.1,0.0,8.8,6.3,70.0,994.5,0
2019-12-3,14.1,28.4,0.0,8.0,10.7,41.0,1005.0,0
2019-12-4,17.8,30.6,0.0,9.0,10.8,31.0,1009.0,0
2019-12-5,16.1,34.4,0.0,7.0,10.7,37.0,1009.7,0
2019-12-6,18.3,24.7,0.0,8.0,3.7,46.0,1007.0,0
2019-12-7,18.6,25.1,0.0,5.0,7.9,39.0,1013.1,0
2019-12-8,19.9,24.5,0.0,8.0,4.7,37.0,1019.5,0
2019-12-9,20.6,24.6,0.0,7.6,7.0,54.0,1021.8,0
2019-12-10,18.9,30.1,0.0,8.2,6.5,61.0,1012.9,0
2019-12-11,18.4,24.7,0.0,6.6,2.9,43.0,1016.4,0
2019-12-12,18.6,22.8,0.0,6.6,3.9,35.0,1014.5,0
2019-12-13,18.4,23.4,0.0,7.2,0.7,33.0,1016.1,0
2019-12-14,19.6,26.0,0.0,4.2,6.7,33.0,1011.8,0
2019-12-15,20.6,26.5,0.0,7.6,4.2,35.0,1010.9,0
2019-12-16,19.5,24.1,0.0,6.6,9.1,65.0,1014.2,0
2019-12-17,16.8,24.1,0.0,7.4,12.5,28.0,1020.6,0
2019-12-18,17.0,26.2,0.0,8.8,11.1,50.0,1020.4,0
2019-12-19,19.1,39.3,0.0,11.2,6.1,59.0,1013.3,0
2019-12-20,19.2,25.9,0.0,7.4,10.2,37.0,1020.8,0
2019-12-21,21.1,28.7,0.0,8.6,8.5,65.0,1014.2,0
2019-12-22,18.6,23.5,0.0,10.0,3.5,44.0,1021.5,0
2019-12-23,17.0,24.0,0.0,6.4,2.4,31.0,1021.0,0
2019-12-24,19.2,26.9,0.0,5.2,1.9,31.0,1014.4,0
2019-12-25,21.7,26.6,1.4,4.4,10.5,43.0,1017.6,1
2019-12-26,21.0,27.2,0.2,8.6,12.1,52.0,1019.4,1
2019-12-27,21.0,27.0,0.0,11.4,11.7,54.0,1020.5,0
2019-12-28,20.1,28.7,0.0,12.0,11.4,56.0,1019.0,0
2019-12-29,20.1,26.3,0.0,11.0,5.4,31.0,1016.8,0
2019-12-30,20.1,27.3,0.0,5.8,10.3,43.0,1014.6,0
2019-12-31,20.7,35.3,0.0,8.2,9.7,69.0,1007.7,0
2020-01-01,19.2,26.2,0.0,14.2,4.5,39.0,1014.8,0
2020-01-02,19.5,25.8,0.0,7.2,5.3,35.0,1019.9,0
2020-01-04,21.3,35.9,0.0,15.4,10.5,81.0,1010.4,0
2020-01-05,21.6,27.4,0.0,16.0,4.4,67.0,1018.5,0
2020-01-06,19.8,25.1,0.0,8.4,0.2,31.0,1020.9,0
2020-01-07,20.2,27.3,2.6,4.0,2.8,37.0,1016.0,1
2020-01-08,21.3,28.0,2.8,5.6,0.3,48.0,1015.8,1
2020-01-09,21.4,26.7,0.2,6.8,0.2,33.0,1018.1,1
2020-01-10,21.7,28.7,0.2,3.8,8.1,52.0,1013.7,1
2020-01-11,19.3,23.3,0.2,11.2,0.1,76.0,1013.0,1
2020-01-12,19.2,22.2,0.0,6.4,0.0,37.0,1018.5,0
2020-01-13,17.4,25.9,0.4,2.4,9.8,33.0,1020.2,1
2020-01-14,19.2,26.3,0.2,9.6,8.9,33.0,1018.1,1
2020-01-15,19.1,26.2,0.0,7.0,8.1,31.0,1014.8,0
2020-01-16,21.5,26.5,0.6,6.2,0.0,46.0,1007.8,1
2020-01-17,18.8,22.1,24.6,6.8,0.0,50.0,1009.2,1
2020-01-18,18.6,23.0,30.6,3.2,0.0,52.0,1009.1,1
2020-01-19,19.0,26.5,4.4,3.0,2.6,28.0,1008.9,1
2020-01-20,20.4,27.7,0.0,3.4,8.3,44.0,1004.7,0
2020-01-21,19.8,32.0,2.6,6.6,12.9,37.0,1007.0,1
2020-01-22,20.4,31.8,0.2,9.6,12.3,44.0,1011.6,1
2020-01-23,23.1,41.3,0.0,10.6,8.4,72.0,1003.5,0
2020-01-24,23.2,26.5,0.0,15.6,0.0,52.0,1009.8,0
2020-01-25,22.5,28.6,1.6,4.6,5.2,28.0,1015.0,1
2020-01-26,24.5,32.0,0.2,7.4,9.6,59.0,1012.5,1
2020-01-27,22.8,29.3,0.0,9.4,4.5,54.0,1014.8,0
2020-01-28,23.2,30.3,0.0,7.4,6.6,44.0,1012.8,0
2020-01-29,23.2,29.3,0.0,6.0,3.1,39.0,1016.3,0
2020-01-30,20.2,28.7,0.0,7.6,11.7,39.0,1018.2,0
2020-01-31,23.5,30.8,0.0,7.4,10.8,50.0,1016.0,0
2020-02-01,24.1,34.8,0.0,9.6,11.3,56.0,1011.1,0
2020-02-02,24.8,30.7,0.0,10.0,3.1,44.0,1007.2,0
2020-02-03,22.3,31.4,21.0,7.8,6.9,72.0,1005.9,1
2020-02-04,18.4,24.0,3.0,9.4,4.5,54.0,1020.8,1
2020-02-05,18.0,25.8,0.0,7.0,9.3,37.0,1021.2,0
2020-02-06,20.8,24.1,0.4,8.0,0.0,44.0,1022.0,1
2020-02-07,18.7,22.9,79.0,4.0,0.0,59.0,1021.0,1
2020-02-11,21.1,30.6,0.0,4.2,10.5,44.0,1009.2,0
2020-02-12,22.2,26.0,0.0,7.8,2.3,33.0,1009.6,0
2020-02-13,21.9,26.2,7.2,3.0,0.9,35.0,1011.7,1
2020-02-14,20.5,27.8,4.8,4.0,12.1,35.0,1010.1,1
2020-02-15,18.7,28.3,0.0,8.0,8.2,26.0,1006.3,0
2020-02-16,20.4,27.7,0.8,4.4,9.3,30.0,1014.5,1
2020-02-17,20.8,25.3,1.2,5.6,2.1,17.0,1014.9,1
2020-02-18,20.5,29.4,0.4,3.0,7.0,104.0,1010.1,1
2020-02-19,20.3,29.4,10.2,9.8,12.1,44.0,1002.9,1
2020-02-20,18.2,25.6,0.2,9.8,10.2,39.0,1011.0,1
2020-02-21,20.1,25.3,0.0,7.0,6.8,37.0,1016.4,0
2020-02-22,18.7,23.6,0.0,5.8,0.8,33.0,1024.0,0
2020-02-23,19.5,25.4,0.0,4.6,1.4,30.0,1024.7,0
2020-02-24,19.4,28.0,0.6,4.2,11.6,31.0,1021.6,1
2020-02-25,20.4,28.4,0.0,8.0,11.1,48.0,1017.3,0
2020-02-26,22.0,33.0,0.0,8.8,9.0,74.0,1007.0,0
2020-02-27,20.2,25.8,0.2,10.6,6.8,39.0,1011.8,1
2020-02-28,18.7,26.0,0.0,6.4,11.1,43.0,1012.2,0
2020-02-29,19.3,26.2,0.0,6.8,8.1,33.0,1017.7,0
2020-03-01,19.0,28.0,0.0,5.4,10.5,48.0,1014.5,0
2020-03-02,20.6,37.6,0.0,9.6,9.1,80.0,1009.4,0
2020-03-03,20.6,22.2,0.0,10.0,0.0,31.0,1019.5,0
2020-03-04,18.7,24.8,19.6,1.4,0.0,46.0,1019.1,1
2020-03-05,20.0,22.9,5.2,3.2,0.0,54.0,1012.1,1
2020-03-06,20.9,27.9,36.4,1.4,5.7,44.0,1009.1,1
2020-03-07,19.6,25.1,0.2,6.8,6.4,44.0,1019.4,1
2020-03-08,16.7,23.4,16.8,7.8,3.6,33.0,1021.3,1
2020-03-10,16.8,23.6,3.4,4.4,4.9,24.0,1022.1,1
2020-03-11,15.6,25.2,0.2,3.6,10.6,28.0,1023.4,1
2020-03-12,17.3,25.3,0.6,5.4,10.8,28.0,1025.5,1
2020-03-13,15.4,25.1,0.0,7.4,11.2,37.0,1021.0,0
2020-03-14,17.5,17.9,0.0,7.8,0.0,65.0,1018.3,0
2020-03-15,13.3,20.7,10.2,4.4,3.3,48.0,1021.9,1
2020-03-16,15.9,22.3,12.6,3.4,3.3,48.0,1025.4,1
2020-03-17,15.1,23.7,9.4,4.4,4.3,28.0,1027.7,1
2020-03-18,15.0,25.4,0.2,2.6,10.7,35.0,1026.9,1
2020-03-19,16.4,32.5,0.0,7.0,10.6,22.0,1022.2,0
2020-03-20,19.7,35.0,0.0,6.6,10.0,48.0,1015.7,0
2020-03-21,18.6,26.0,0.0,9.8,9.7,39.0,1019.9,0
2020-03-22,18.2,29.5,0.0,6.8,10.3,48.0,1018.8,0
2020-03-23,18.5,23.4,0.4,6.6,4.9,46.0,1025.3,1
2020-03-24,16.6,21.7,5.4,5.0,0.5,31.0,1024.7,1
2020-03-25,17.6,25.9,0.2,3.4,4.3,39.0,1019.2,1
2020-03-26,16.9,22.4,18.4,5.8,3.7,50.0,1025.1,1
2020-03-27,17.7,23.9,0.2,1.8,3.6,35.0,1027.0,1
2020-03-28,15.2,24.3,0.2,4.6,5.6,33.0,1025.5,1
2020-03-29,17.6,24.8,13.4,5.6,7.5,41.0,1020.8,1
2020-03-30,19.4,24.9,0.8,4.0,1.7,31.0,1014.0,1
2020-03-31,17.6,27.9,0.0,2.8,10.1,28.0,1016.7,0
2020-04-01,20.2,24.2,0.2,4.6,0.8,35.0,1019.8,1
2020-04-02,19.4,24.8,0.0,3.8,2.2,33.0,1015.2,0
2020-04-03,17.8,25.8,4.2,1.8,3.4,31.0,1010.3,1
2020-04-04,19.7,26.1,7.0,3.2,8.2,65.0,1000.8,1
2020-04-05,14.1,25.0,0.0,9.8,10.6,41.0,1014.2,0
2020-04-07,15.4,21.9,4.2,11.6,5.8,35.0,1022.8,1
2020-04-08,15.9,20.2,7.2,4.6,0.2,31.0,1022.6,1
2020-04-09,16.5,22.2,0.0,1.2,2.4,28.0,1027.2,0
2020-04-10,18.0,23.6,1.0,2.0,3.1,59.0,1020.7,1
2020-04-11,13.9,26.6,3.2,3.4,10.6,80.0,1006.0,1
2020-04-12,12.4,22.4,0.2,7.6,10.9,37.0,1016.2,1
2020-04-13,11.3,21.5,0.0,4.8,8.8,24.0,1022.0,0
2020-04-16,17.9,25.8,0.0,12.8,0.5,37.0,1014.1,0
2020-04-17,17.8,28.1,0.0,5.2,10.2,35.0,1011.2,0
2020-04-20,13.9,19.6,0.0,8.0,0.1,28.0,1016.2,0
2020-04-21,14.3,25.3,0.0,1.8,10.2,30.0,1019.3,0
2020-04-22,14.8,26.5,0.0,5.6,10.2,39.0,1019.2,0
2020-04-24,15.9,29.2,0.0,10.6,9.9,31.0,1017.4,0
2020-04-25,14.5,24.9,0.0,4.0,10.3,37.0,1022.2,0
2020-04-26,16.4,28.3,0.0,7.2,6.1,41.0,1015.3,0
2020-04-27,16.3,21.7,0.0,3.4,1.8,35.0,1024.1,0
2020-04-28,17.2,23.0,0.2,2.8,0.6,35.0,1024.8,1
2020-04-29,17.4,24.3,0.2,4.4,7.0,39.0,1016.1,1
2020-04-30,20.0,21.1,0.0,5.6,0.0,59.0,1006.4,0
2020-05-01,10.4,16.9,14.2,0.6,10.2,70.0,1009.0,1
2020-05-02,12.6,18.7,0.2,6.6,10.1,67.0,1004.7,1
2020-05-03,11.2,20.4,0.0,7.2,10.2,43.0,1018.4,0
2020-05-04,9.5,19.9,0.0,4.0,9.4,39.0,1026.0,0
2020-05-05,11.9,21.2,9.8,3.8,7.5,35.0,1030.9,1
2020-05-06,11.4,24.2,0.2,2.0,10.0,22.0,1030.1,1
2020-05-07,11.7,25.0,0.0,4.0,5.5,28.0,1022.9,0
2020-05-08,14.1,28.5,0.0,4.2,10.0,41.0,1018.8,0
2020-05-10,12.1,19.4,0.0,5.3,9.8,56.0,1019.6,0
2020-05-11,7.8,19.9,0.0,5.2,9.7,37.0,1027.5,0
2020-05-12,8.4,21.5,0.0,3.0,9.7,28.0,1027.7,0
2020-05-13,10.3,19.4,0.0,4.0,3.8,26.0,1023.7,0
2020-05-14,10.4,18.2,0.0,1.6,4.7,44.0,1027.5,0
2020-05-15,10.0,15.6,2.6,3.8,2.5,39.0,1029.9,1
2020-05-16,11.1,18.5,6.6,17.0,4.1,22.0,1031.8,1
2020-05-17,10.1,21.0,0.0,1.0,7.9,24.0,1031.7,0
2020-05-18,11.5,19.6,1.2,2.4,2.7,26.0,1033.6,1
2020-05-19,13.9,20.6,0.6,0.6,9.4,22.0,1030.4,1
2020-05-20,13.3,24.5,0.0,3.6,7.9,46.0,1020.1,0
2020-05-21,14.9,18.1,0.2,4.8,1.8,57.0,1014.1,1
2020-05-22,9.1,16.0,21.4,4.8,0.5,61.0,1010.2,1
2020-05-23,11.4,17.3,2.2,2.8,3.1,48.0,1007.3,1
