selling_price,year,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual
2550000,2010,40000,2,False,False,False,False,True,False,True,False,True,False
260000,2013,70000,2,False,False,False,False,True,False,True,False,False,True
550000,2017,60000,1,False,False,False,False,True,False,True,False,False,True
150000,2011,155500,1,False,True,False,False,False,False,True,False,False,True
350000,2011,50000,2,False,False,False,False,True,False,True,False,True,False
320000,2016,40000,1,False,False,False,False,True,False,True,False,False,True
400000,2015,100000,3,False,True,False,False,False,False,True,False,False,True
175000,2012,80000,3,False,False,False,False,True,False,True,False,False,True
120000,2011,90000,2,False,False,False,False,True,False,True,False,False,True
320000,2013,90000,2,False,True,False,False,False,False,True,False,False,True
70000,2006,110000,3,False,False,False,False,True,False,True,False,False,True
810000,2019,15000,1,False,False,False,False,True,False,True,False,False,True
95000,2007,100000,2,False,False,False,False,True,False,True,False,False,True
282000,2020,40000,1,True,False,False,False,False,False,True,False,False,True
80000,2004,60000,2,False,False,False,False,True,False,True,False,False,True
72000,2013,25000,1,False,False,False,False,True,False,True,False,False,True
600000,2016,25000,1,False,False,False,False,True,False,True,False,False,True
640000,2015,23000,1,False,False,False,False,True,False,True,False,False,True
380000,2018,22155,1,False,False,False,False,True,False,True,False,False,True
650000,2018,70000,1,False,False,False,False,True,False,True,False,False,True
150000,2009,60000,2,False,False,False,False,True,False,True,False,False,True
280000,2009,110000,2,False,False,False,False,True,False,True,False,False,True
430000,2018,30000,1,False,False,False,False,True,False,True,False,False,True
800000,2019,15000,1,False,True,False,False,False,False,True,False,False,True
75000,2003,100000,2,False,True,False,False,False,False,True,False,False,True
650000,2016,70000,1,False,True,False,False,False,False,True,False,True,False
390000,2017,24000,1,False,False,False,False,True,False,True,False,False,True
100000,2005,120000,2,False,False,False,False,True,False,True,False,False,True
1500000,2013,35000,1,False,True,False,False,False,False,True,False,True,False
175000,2007,78380,1,False,False,False,False,True,False,True,False,False,True
434999,2012,110000,2,False,True,False,False,False,False,True,False,False,True
170000,2010,90000,3,False,True,False,False,False,False,True,False,False,True
190000,2011,90000,3,False,True,False,False,False,False,True,False,False,True
250000,2009,150000,3,False,True,False,False,False,False,True,False,False,True
229999,2009,230000,3,False,True,False,False,False,False,True,False,False,True
140000,2006,70000,3,False,False,False,False,True,False,True,False,False,True
600000,2017,80362,1,False,True,False,False,False,False,True,False,False,True
280000,2012,110000,3,False,False,False,False,True,False,True,False,False,True
150000,2012,60000,1,False,True,False,False,False,False,True,False,False,True
650000,2015,50000,1,False,True,False,False,False,False,True,False,True,False
210000,2014,40000,2,False,False,False,False,True,False,True,False,False,True
2900000,2017,40000,1,False,True,False,False,False,False,True,False,True,False
425000,2013,20000,1,False,True,False,False,False,True,False,False,False,True
265000,2014,55000,1,False,False,False,False,True,True,False,False,False,True
890000,2018,1136,1,False,False,False,False,True,True,False,False,False,True
365000,2013,55000,1,False,False,False,False,True,True,False,False,False,True
350000,2014,43000,1,False,False,False,False,True,True,False,False,False,True
685000,2016,60000,1,False,True,False,False,False,False,True,False,False,True
940000,2018,2650,1,False,True,False,False,False,True,False,False,False,True
1000000,2017,40000,1,False,True,False,False,False,False,True,False,False,True
1150000,2019,15000,1,False,False,False,False,True,True,False,False,False,True
450000,2016,115962,2,False,True,False,False,False,False,True,False,False,True
590000,2015,65000,1,False,True,False,False,False,True,False,False,False,True
800000,2017,40000,1,False,True,False,False,False,False,True,False,False,True
385000,2012,58000,1,False,True,False,False,False,True,False,False,False,True
2000000,2013,15000,1,False,True,False,False,False,False,True,False,True,False
235000,2012,54000,1,False,False,False,False,True,True,False,False,False,True
640000,2017,56000,1,False,True,False,False,False,True,False,False,False,True
52000,2006,120000,3,False,False,False,False,True,False,True,False,False,True
80000,2009,90000,2,False,False,False,True,False,False,True,False,False,True
140000,2012,70000,2,False,False,False,False,True,False,True,False,False,True
120000,2008,90000,2,False,False,False,False,True,False,True,False,False,True
89999,2008,213000,1,False,True,False,False,False,False,True,False,False,True
180000,2012,120000,1,False,True,False,False,False,False,True,False,False,True
1500000,2017,20000,1,False,True,False,False,False,False,True,False,False,True
700000,2017,10000,1,False,False,False,False,True,False,True,False,False,True
285000,2012,80000,2,False,True,False,False,False,False,True,False,False,True
390000,2015,90000,1,False,False,False,False,True,False,True,False,False,True
125000,2008,80000,1,False,False,False,False,True,False,True,False,False,True
225000,2008,60000,2,False,False,False,False,True,False,True,False,False,True
175000,2011,139000,2,False,False,False,False,True,False,True,False,False,True
1075000,2011,160000,2,False,True,False,False,False,False,True,False,False,True
300000,2014,150000,1,False,True,False,False,False,False,True,False,False,True
700000,2010,163000,4,False,True,False,False,False,False,True,False,False,True
90000,2009,120000,1,False,True,False,False,False,True,False,False,False,True
120000,2011,120000,2,False,True,False,False,False,False,True,False,False,True
220000,2012,100000,2,False,True,False,False,False,False,True,False,False,True
300000,2015,140000,1,False,True,False,False,False,True,False,False,False,True
180000,2010,87000,2,False,True,False,False,False,True,False,False,False,True
170000,2013,70000,1,False,False,False,False,True,False,True,False,False,True
300000,2015,50000,2,False,False,False,False,True,False,True,False,False,True
1050000,2014,70000,1,False,True,False,False,False,False,True,False,False,True
300000,2014,150000,1,False,True,False,False,False,False,True,False,False,True
465000,2018,25000,1,False,True,False,False,False,False,True,False,False,True
130000,2011,80000,2,False,True,False,False,False,False,True,False,False,True
434999,2018,10000,1,False,False,False,False,True,False,True,False,False,True
500000,2018,32000,1,False,False,False,False,True,False,True,False,False,True
200000,2018,10000,1,False,False,False,False,True,False,True,False,False,True
625000,2017,52000,1,False,False,False,False,True,True,False,False,False,True
110000,2006,120000,3,False,True,False,False,False,False,True,False,False,True
800000,2019,11240,1,False,False,False,False,True,False,True,False,False,True
490000,2017,66000,1,False,True,False,False,False,True,False,False,False,True
880000,2017,64000,1,False,True,False,False,False,True,False,False,False,True
290000,2013,49000,1,False,False,False,False,True,False,True,False,False,True
115999,2006,100000,2,False,True,False,False,False,False,True,False,False,True
360000,2018,26500,1,False,False,False,False,True,False,True,False,False,True
65000,2002,100000,2,False,False,False,False,True,False,True,False,False,True
685000,2017,72000,1,False,True,False,False,False,True,False,False,False,True
300000,2009,50000,1,False,False,False,False,True,False,True,False,False,True
680000,2017,44000,1,False,True,False,False,False,True,False,False,False,True
1000000,2017,60000,2,False,True,False,False,False,False,True,False,False,True
100000,2002,120000,1,False,True,False,False,False,False,True,False,False,True
160000,2010,130000,1,False,True,False,False,False,False,True,False,False,True
450000,2017,70000,1,False,True,False,False,False,False,True,False,False,True
600000,2014,20000,1,False,False,False,False,True,False,True,False,False,True
180000,2009,60000,2,False,True,False,False,False,False,True,False,False,True
100000,2007,195000,1,False,False,False,False,True,False,True,False,False,True
120000,2010,90000,2,False,False,False,False,True,False,True,False,False,True
130000,2006,80000,3,False,False,False,False,True,False,True,False,False,True
160000,2011,155000,1,False,False,False,False,True,False,True,False,False,True
860000,2019,35000,1,False,True,False,False,False,False,True,False,False,True
650000,2018,20000,2,False,False,False,False,True,False,True,False,False,True
100000,2010,80000,2,False,False,False,False,True,False,True,False,False,True
282000,2017,20000,1,False,False,False,False,True,False,True,False,False,True
300000,2009,50000,1,False,False,False,False,True,False,True,False,False,True
270000,2010,110000,2,False,False,False,False,True,False,True,False,False,True
550000,2013,29000,1,False,True,False,False,False,False,True,False,False,True
450000,2013,120000,1,False,True,False,False,False,False,True,False,False,True
430000,2011,70000,2,False,True,False,False,False,False,True,False,False,True
350000,2013,40000,1,False,False,False,False,True,False,True,False,False,True
350000,2017,20000,1,False,False,False,False,True,False,True,False,False,True
229999,2013,50000,2,False,False,False,False,True,False,True,False,False,True
110000,2013,50000,1,False,False,False,False,True,False,True,False,False,True
395000,2012,49000,2,False,False,False,False,True,False,True,False,False,True
650000,2011,70000,2,False,True,False,False,False,False,True,False,True,False
350000,2011,90000,2,False,True,False,False,False,False,True,False,False,True
1400000,2020,25000,1,False,True,False,False,False,True,False,False,False,True
360000,2018,4000,1,False,False,False,False,True,False,True,False,False,True
1300000,2018,10000,1,False,True,False,False,False,False,True,False,False,True
800000,2015,15000,1,False,True,False,False,False,False,True,False,False,True
229999,2018,30000,1,False,False,False,False,True,False,True,False,False,True
315000,2014,41000,1,False,False,False,False,True,True,False,False,False,True
125000,2012,28000,1,False,False,False,False,True,False,True,False,False,True
700000,2019,16000,1,False,False,False,False,True,False,True,False,False,True
160000,2015,70000,1,False,False,False,False,True,False,True,False,False,True
530000,2017,10832,1,False,False,False,False,True,True,False,False,False,True
624000,2018,14681,1,False,True,False,False,False,True,False,False,False,True
250000,2009,50000,1,False,False,False,False,True,False,True,False,False,True
585000,2016,51000,1,False,True,False,False,False,True,False,False,False,True
500000,2015,25000,1,False,False,False,False,True,False,True,False,False,True
350000,2014,30000,1,False,False,False,False,True,False,True,False,False,True
495000,2014,80000,1,False,True,False,False,False,True,False,False,False,True
500000,2017,50000,1,False,False,False,False,True,False,True,False,False,True
430000,2015,200000,1,False,True,False,False,False,False,True,False,False,True
345000,2013,44000,1,False,False,False,False,True,True,False,False,False,True
500000,2015,10000,1,False,False,False,False,True,False,True,False,False,True
425000,2019,19600,1,False,False,False,False,True,False,True,False,False,True
80000,2005,40000,2,False,False,False,False,True,False,True,False,False,True
106000,2011,50000,1,False,True,False,False,False,False,True,False,False,True
180000,2009,46730,1,False,False,False,False,True,False,True,False,False,True
250000,2015,40000,2,False,False,False,False,True,False,True,False,False,True
350000,2011,80000,1,False,True,False,False,False,False,True,False,False,True
60000,2002,80000,2,False,False,False,False,True,False,True,False,False,True
900000,2018,24000,1,False,True,False,False,False,False,True,False,False,True
700000,2017,21170,1,False,True,False,False,False,True,False,False,False,True
2000000,2013,167223,1,False,True,False,False,False,True,False,False,True,False
1000000,2017,40000,1,False,True,False,False,False,False,True,False,False,True
1375000,2011,60000,1,False,True,False,False,False,False,True,False,True,False
1800000,2016,141440,1,False,True,False,False,False,True,False,False,False,True
160000,2007,120000,3,False,True,False,False,False,False,True,False,False,True
525000,2012,140000,1,False,False,False,False,True,False,True,False,True,False
850000,2012,212814,1,False,True,False,False,False,True,False,False,False,True
800000,2019,30000,1,False,True,False,False,False,False,True,False,False,True
700000,2017,88635,1,False,True,False,False,False,True,False,False,False,True
800000,2018,25000,1,False,True,False,False,False,False,True,False,False,True
575000,2017,20000,2,False,False,False,False,True,False,True,False,False,True
350000,2012,110000,2,False,True,False,False,False,False,True,False,False,True
250000,2008,120000,3,False,True,False,False,False,False,True,False,False,True
600000,2011,149674,2,False,True,False,False,False,True,False,False,False,True
370000,2007,100000,3,False,True,False,False,False,False,True,False,False,True
80000,2006,120000,3,False,False,False,False,True,False,True,False,False,True
50000,2003,120000,2,False,True,False,False,False,False,True,False,False,True
900000,2018,25000,1,False,True,False,False,False,False,True,False,False,True
300000,2014,35000,2,False,False,False,False,True,False,True,False,False,True
125000,2002,40000,1,False,False,False,False,True,False,True,False,False,True
490000,2015,60000,2,False,True,False,False,False,False,True,False,False,True
300000,2012,50000,2,False,True,False,False,False,False,True,False,False,True
55000,2013,25000,4,False,False,False,False,True,False,True,False,False,True
350000,2016,25000,1,False,False,False,False,True,False,True,False,False,True
755000,2019,8000,1,False,True,False,False,False,False,True,False,False,True
720000,2017,60000,1,False,True,False,False,False,False,True,False,False,True
229999,2006,200000,3,False,True,False,False,False,False,True,False,False,True
1100000,2018,20000,1,False,True,False,False,False,False,True,False,False,True
400000,2013,100000,1,False,False,False,False,True,False,True,False,False,True
350000,2015,70000,2,False,True,False,False,False,False,True,False,False,True
159000,2012,68000,1,False,True,False,False,False,True,False,False,False,True
550000,2017,38000,1,False,False,False,False,True,True,False,False,False,True
335000,2013,80000,1,False,True,False,False,False,True,False,False,False,True
185000,2014,72000,1,True,False,False,False,False,True,False,False,False,True
229999,2012,75000,1,True,False,False,False,False,True,False,False,False,True
225000,2014,43000,1,False,False,False,False,True,True,False,False,False,True
250000,2007,120000,2,False,False,False,False,True,False,True,False,False,True
400000,2015,100000,1,False,True,False,False,False,False,True,False,False,True
470000,2014,163000,1,False,True,False,False,False,False,True,False,False,True
300000,2018,25000,1,False,False,False,False,True,False,True,False,True,False
145000,2011,25000,1,False,False,False,False,True,False,True,False,False,True
100000,2007,90000,2,False,False,False,False,True,False,True,False,False,True
500000,2014,70000,2,False,True,False,False,False,False,True,False,False,True
130000,2010,98000,2,True,False,False,False,False,False,True,False,False,True
240000,2010,81925,1,False,True,False,False,False,False,True,False,False,True
150000,2013,80000,2,False,True,False,False,False,False,True,False,False,True
270000,2017,40000,1,False,False,False,False,True,False,True,False,False,True
400000,2014,90000,1,False,True,False,False,False,False,True,False,False,True
200000,2012,46000,1,False,False,False,False,True,False,True,False,False,True
550000,2012,80000,1,False,True,False,False,False,False,True,False,False,True
325000,2018,35000,1,False,False,False,False,True,False,True,False,False,True
860000,2017,82080,1,False,True,False,False,False,False,True,False,True,False
600000,2012,200000,1,False,True,False,False,False,False,True,False,False,True
125000,2009,70000,1,False,False,False,False,True,False,True,False,False,True
60000,2000,40000,3,False,False,False,False,True,False,True,False,False,True
300000,2010,120000,3,False,True,False,False,False,False,True,False,False,True
190000,2007,60000,3,False,False,False,False,True,False,True,False,False,True
400000,2013,110000,1,False,True,False,False,False,False,True,False,False,True
260000,2011,97000,2,False,True,False,False,False,False,True,False,False,True
400000,2017,30000,1,False,False,False,False,True,False,True,False,False,True
250000,2010,40000,1,False,False,False,False,True,False,True,False,False,True
600000,2019,10000,1,False,False,False,False,True,False,True,False,False,True
175000,2010,52047,1,False,False,False,False,True,False,True,False,False,True
450000,2011,200000,3,False,True,False,False,False,False,True,False,False,True
350000,2019,15000,2,False,False,False,False,True,False,True,False,True,False
800000,2018,50000,1,False,True,False,False,False,False,True,False,False,True
250000,2011,70000,2,False,False,False,False,True,False,True,False,False,True
600000,2019,10000,1,False,False,False,False,True,False,True,False,False,True
600000,2017,90000,1,False,True,False,False,False,False,True,False,False,True
130000,2016,40000,1,False,False,False,False,True,False,True,False,False,True
90000,2006,62009,2,False,False,False,False,True,False,True,False,False,True
595000,2017,33100,2,False,False,False,False,True,False,True,False,False,True
190000,2014,40000,2,False,False,False,False,True,False,True,False,False,True
50000,1999,120000,2,False,False,False,False,True,False,True,False,False,True
95000,2007,80000,1,False,False,False,False,True,False,True,False,False,True
1000000,2016,70000,1,False,True,False,False,False,False,True,False,False,True
220000,2006,220000,2,False,False,False,False,True,False,True,False,False,True
400000,2010,50000,1,False,True,False,False,False,False,True,False,False,True
315000,2015,45000,2,False,False,False,False,True,False,True,False,False,True
1000000,2014,110000,1,False,True,False,False,False,False,True,False,False,True
500000,2014,49000,1,False,True,False,False,False,False,True,False,False,True
1600000,2018,35000,1,False,True,False,False,False,False,True,False,True,False
500000,2017,160000,1,False,True,False,False,False,False,True,False,False,True
70000,2007,180000,3,False,False,False,False,True,False,True,False,False,True
105000,2007,60000,2,False,False,False,False,True,False,True,False,False,True
400000,2008,110000,3,False,True,False,False,False,False,True,False,False,True
80000,2004,60000,3,False,False,False,False,True,False,True,False,False,True
300000,2016,30000,1,False,False,False,False,True,False,True,False,False,True
409999,2017,40000,1,False,True,False,False,False,False,True,False,False,True
250000,2009,70000,1,False,False,False,False,True,False,True,False,False,True
250000,2010,120000,2,False,True,False,False,False,False,True,False,False,True
215000,2012,80000,3,False,True,False,False,False,False,True,False,False,True
1400000,2015,120000,1,False,True,False,False,False,False,True,False,False,True
475000,2018,20000,1,False,False,False,False,True,False,True,False,False,True
475000,2018,22000,1,False,False,False,False,True,False,True,False,False,True
75000,2008,35000,2,False,False,False,False,True,False,True,False,False,True
200000,2013,120000,2,False,True,False,False,False,False,True,False,False,True
575000,2019,8000,1,False,False,False,False,True,False,True,False,False,True
150000,2011,40000,2,False,True,False,False,False,False,True,False,False,True
850000,2018,10000,1,False,True,False,False,False,False,True,False,False,True
350000,2019,30000,1,False,False,False,False,True,False,True,False,False,True
550000,2011,54000,2,False,True,False,False,False,False,True,False,False,True
330000,2017,80577,1,False,False,False,False,True,False,True,False,False,True
1044999,2017,25000,1,False,True,False,False,False,False,True,False,False,True
300000,2011,127500,2,False,True,False,False,False,False,True,False,False,True
235000,2015,40903,1,False,False,False,False,True,True,False,False,False,True
120000,2011,60000,3,False,False,False,False,True,False,True,False,False,True
130000,2004,46000,1,False,False,False,False,True,False,True,False,False,True
275000,2004,22288,2,False,True,False,False,False,True,False,False,False,True
270000,2011,180000,2,False,True,False,False,False,False,True,False,False,True
500000,2015,30000,2,False,True,False,False,False,False,True,False,False,True
400000,2015,61690,1,False,False,False,False,True,True,False,False,False,True
600000,2015,64484,1,False,False,False,False,True,True,False,False,False,True
1350000,2012,90000,2,False,True,False,False,False,False,True,False,True,False
400000,2013,75976,2,False,True,False,False,False,True,False,False,False,True
220000,2011,70000,2,False,True,False,False,False,False,True,False,False,True
300000,2012,85962,2,False,False,False,False,True,True,False,False,False,True
250000,2018,120000,1,False,False,False,False,True,False,True,False,False,True
600000,2015,120000,1,False,True,False,False,False,False,True,False,False,True
285000,2012,75000,2,False,False,False,False,True,False,True,False,True,False
350000,2009,57035,1,False,False,False,False,True,True,False,False,False,True
170000,2011,70000,3,False,True,False,False,False,False,True,False,False,True
229999,2015,45000,1,False,False,False,False,True,False,True,False,False,True
500000,2013,72104,2,False,True,False,False,False,True,False,False,False,True
75000,2011,15000,1,False,False,False,False,True,False,True,False,False,True
