Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,DebtIncomeRatio
40,1,2,28,0.185,1.803,0.0,7.1
43,1,12,38,0.129,1.239,0.0,3.6
35,2,1,24,0.591,2.409,1.0,12.5
24,1,8,24,0.382,0.818,0.0,5.0
35,1,11,40,0.572,0.588,0.0,2.9
39,2,18,47,1.565,2.007,0.0,7.6
41,2,5,25,0.393,2.157,0.0,10.2
28,1,2,17,0.199,0.226,1.0,2.5
24,2,2,28,1.787,3.057,1.0,17.3
40,3,3,55,1.751,7.324,1.0,16.5
29,1,8,27,0.402,2.244,0.0,9.8
26,2,4,28,0.226,2.434,0.0,9.5
27,1,5,26,0.13,0.182,0.0,1.2
50,1,30,150,13.553,35.197,0.0,32.5
41,1,15,120,2.659,0.821,0.0,2.9
26,1,0,14,0.256,1.214,0.0,10.5
48,1,22,100,3.704,5.396,0.0,9.1
35,2,1,24,0.417,1.455,0.0,7.8
35,1,15,77,5.501,2.661,0.0,10.6
23,1,7,31,0.338,1.708,0.0,6.6
39,2,20,101,0.341,1.073,0.0,1.4
38,1,21,58,4.584,4.986,0.0,16.5
30,1,4,33,0.5,0.886,0.0,4.2
44,2,8,43,0.555,1.595,0.0,5.0
33,1,0,23,0.077,0.13,0.0,0.9
34,1,15,39,4.373,5.26,1.0,24.7
27,2,6,34,0.238,1.258,0.0,4.4
30,1,1,22,1.139,1.171,0.0,10.5
27,2,1,20,0.377,1.683,1.0,10.3
29,1,9,30,0.155,2.305,0.0,8.2
25,4,1,34,0.133,2.757,1.0,8.5
41,1,23,91,0.573,11.894,0.0,13.7
42,2,11,73,2.869,2.095,0.0,6.8
38,3,12,64,0.895,2.817,0.0,5.8
23,1,5,17,0.302,1.041,0.0,7.9
33,1,2,24,1.041,1.263,0.0,9.6
31,1,2,22,1.739,1.869,1.0,16.4
37,2,6,62,1.186,4.084,0.0,8.5
40,1,10,45,2.013,6.447,0.0,18.8
31,1,3,16,3.065,2.103,0.0,32.3
35,2,3,40,1.803,5.077,1.0,17.2
38,1,6,41,0.266,3.383,0.0,8.9
30,2,8,56,0.333,3.251,0.0,6.4
30,1,1,17,0.746,1.124,0.0,11.0
44,1,2,22,1.092,1.02,0.0,9.6
29,2,3,15,0.147,0.243,0.0,2.6
39,1,19,45,0.916,0.749,0.0,3.7
26,1,0,17,0.142,0.708,0.0,5.0
36,1,5,27,0.724,1.166,0.0,7.0
31,2,0,27,1.089,2.367,1.0,12.8
38,2,12,40,0.898,1.142,0.0,5.1
38,1,0,23,0.898,0.965,1.0,8.1
41,3,13,91,2.316,20.616,1.0,25.2
41,2,2,30,0.113,1.897,0.0,6.7
45,3,5,94,3.612,6.258,1.0,10.5
24,1,4,23,0.242,0.885,0.0,4.9
22,1,4,16,0.084,0.108,0.0,1.2
34,1,13,56,0.864,2.552,0.0,6.1
25,1,0,18,0.514,2.888,1.0,18.9
29,2,6,18,0.45,0.468,1.0,5.1
35,2,13,105,1.418,0.577,0.0,1.9
39,1,19,48,1.93,4.358,0.0,13.1
34,1,17,59,1.808,2.912,0.0,8.0
44,2,21,113,3.192,11.724,0.0,13.2
23,2,0,21,0.776,1.618,1.0,11.4
46,1,6,31,1.986,1.796,0.0,12.2
41,4,9,47,0.437,1.913,0.0,5.0
52,1,9,24,0.802,3.806,1.0,19.2
23,1,1,17,0.012,0.26,0.0,1.6
48,1,28,70,4.334,4.066,0.0,12.0
35,1,10,24,1.084,4.028,0.0,21.3
53,2,16,44,1.333,1.131,0.0,5.6
39,3,11,39,2.561,2.47,0.0,12.9
37,1,20,56,0.543,0.521,0.0,1.9
34,1,12,32,0.239,0.625,0.0,2.7
49,2,2,20,0.379,3.001,1.0,16.9
39,1,23,75,3.133,11.042,0.0,18.9
42,2,7,41,0.941,0.945,0.0,4.6
28,2,1,16,0.574,1.778,0.0,14.7
27,3,5,75,2.207,2.518,0.0,6.3
24,1,2,21,0.025,0.101,0.0,0.6
34,1,5,33,0.778,1.631,0.0,7.3
47,1,31,136,14.231,17.185,1.0,23.1
26,4,1,27,0.312,0.471,0.0,2.9
35,1,17,42,0.093,1.167,0.0,3.0
31,1,6,33,0.146,1.24,0.0,4.2
29,1,13,27,0.069,0.552,0.0,2.3
44,1,9,33,0.546,1.17,0.0,5.2
40,2,13,102,6.227,13.051,1.0,18.9
36,4,1,30,0.324,3.126,0.0,11.5
32,3,6,22,0.385,1.089,0.0,6.7
21,1,1,18,0.159,2.955,0.0,17.3
42,4,15,186,2.404,4.292,0.0,3.6
37,2,4,20,0.174,4.166,1.0,21.7
24,1,6,21,0.108,0.984,0.0,5.2
24,4,0,29,0.59,1.324,1.0,6.6
46,3,4,73,2.223,1.719,0.0,5.4
28,1,2,16,0.871,1.561,0.0,15.2
41,1,16,68,0.448,3.224,0.0,5.4
46,5,15,126,0.477,3.429,0.0,3.1
51,2,22,120,4.14,4.98,0.0,7.6
36,1,17,54,0.727,1.649,0.0,4.4
25,1,1,20,0.472,0.868,1.0,6.7
27,2,3,33,1.633,2.723,0.0,13.2
43,1,23,72,1.182,4.29,0.0,7.6
53,1,6,27,0.594,1.134,1.0,6.4
32,1,4,16,0.894,3.666,1.0,28.5
36,1,0,25,2.778,2.147,0.0,19.7
29,2,9,30,3.646,2.864,0.0,21.7
35,1,18,42,0.205,2.903,0.0,7.4
32,2,0,18,0.296,0.748,1.0,5.8
25,2,1,14,0.233,1.153,0.0,9.9
42,1,2,30,1.472,1.438,0.0,9.7
25,1,9,20,0.105,0.595,0.0,3.5
20,3,0,17,0.044,0.347,0.0,2.3
50,1,4,23,0.141,2.734,0.0,12.5
46,2,22,144,3.325,12.659,0.0,11.1
33,1,15,32,0.491,1.941,0.0,7.6
43,1,19,79,0.782,5.143,0.0,7.5
30,2,4,21,0.492,3.351,0.0,18.3
34,1,3,36,0.624,1.068,0.0,4.7
37,1,3,25,0.276,0.649,0.0,3.7
38,1,4,19,1.245,1.339,0.0,13.6
32,2,11,57,5.44,8.126,1.0,23.8
39,1,15,39,0.14,0.562,0.0,1.8
31,1,7,41,2.996,9.591,1.0,30.7
25,1,5,22,0.403,1.995,0.0,10.9
31,2,12,44,1.867,2.357,0.0,9.6
29,2,0,23,1.242,0.598,0.0,8.0
45,2,21,132,2.558,1.402,0.0,3.0
39,1,4,38,1.178,1.292,0.0,6.5
34,1,4,23,0.617,0.671,0.0,5.6
24,2,3,24,2.173,2.411,0.0,19.1
30,1,10,19,0.336,0.5,0.0,4.4
30,1,0,19,0.624,2.53,1.0,16.6
27,1,0,18,0.583,1.721,0.0,12.8
31,1,5,25,1.177,2.348,0.0,14.1
47,3,9,52,2.54,7.912,1.0,20.1
47,2,4,33,1.195,1.148,1.0,7.1
45,2,15,51,1.551,7.68,0.0,18.1
31,4,7,97,1.827,3.993,0.0,6.0
45,1,7,29,0.739,1.03,0.0,6.1
29,1,12,40,1.632,1.048,0.0,6.7
36,2,12,60,1.721,3.019,0.0,7.9
29,2,10,44,3.703,4.261,0.0,18.1
39,1,2,22,1.916,3.166,1.0,23.1
22,2,0,35,0.781,2.369,1.0,9.0
46,1,14,35,1.349,2.221,0.0,10.2
38,1,21,65,2.533,8.387,0.0,16.8
37,1,1,24,1.801,1.823,1.0,15.1
42,1,12,51,2.412,8.502,0.0,21.4
36,1,4,25,0.144,0.856,0.0,4.0
34,1,18,53,0.84,4.725,0.0,10.5
38,3,12,63,5.715,4.365,1.0,16.0
27,1,11,21,0.915,1.479,0.0,11.4
35,2,9,30,0.65,1.63,0.0,7.6
48,1,10,70,10.679,9.061,0.0,28.2
45,2,18,35,0.548,5.542,0.0,17.4
43,1,4,29,0.053,1.281,0.0,4.6
54,1,9,28,1.558,2.586,1.0,14.8
35,3,7,38,1.383,4.355,0.0,15.1
28,1,4,19,0.287,0.492,0.0,4.1
39,1,16,52,4.16,6.24,0.0,20.0
43,1,8,32,1.234,4.846,0.0,19.0
32,2,2,15,0.119,1.246,1.0,9.1
22,3,0,18,0.478,0.908,0.0,7.7
41,3,18,71,6.566,4.581,1.0,15.7
34,2,4,25,0.57,0.88,0.0,5.8
34,2,9,27,0.295,0.164,0.0,1.7
31,1,1,24,0.217,0.863,0.0,4.5
55,1,19,78,4.405,7.763,0.0,15.6
40,1,21,46,0.967,1.885,0.0,6.2
41,1,13,44,0.071,0.677,0.0,1.7
43,2,10,37,0.676,2.469,0.0,8.5
36,1,6,26,0.03,2.128,0.0,8.3
51,2,31,249,4.273,15.149,0.0,7.8
40,1,17,55,2.126,4.144,0.0,11.4
27,3,5,42,2.708,5.65,1.0,19.9
36,2,11,49,0.273,0.364,0.0,1.3
38,1,5,54,1.5,4.224,0.0,10.6
47,1,17,43,0.588,1.82,0.0,5.6
33,1,13,42,0.228,1.284,0.0,3.6
41,3,12,86,4.991,17.799,1.0,26.5
33,1,9,29,1.349,2.653,1.0,13.8
21,3,0,26,1.53,0.472,0.0,7.7
34,1,0,21,0.187,1.325,0.0,7.2
51,2,27,166,0.821,18.269,0.0,11.5
36,2,0,30,0.329,2.581,0.0,9.7
23,2,0,17,2.044,2.665,1.0,27.7
34,1,4,28,1.058,1.574,0.0,9.4
29,1,7,22,0.551,1.583,0.0,9.7
46,3,9,60,1.607,7.574,0.0,15.3
45,3,2,39,0.459,1.452,0.0,4.9
41,3,17,176,11.359,5.009,1.0,9.3
28,1,4,16,1.085,2.723,0.0,23.8
37,1,6,29,1.716,3.011,0.0,16.3
25,1,8,35,0.077,0.938,0.0,2.9
48,3,0,19,0.85,1.202,0.0,10.8
37,3,12,83,0.32,3.083,0.0,4.1
32,1,3,23,0.053,1.373,0.0,6.2
31,1,15,60,0.804,2.076,0.0,4.8
48,4,14,59,4.936,4.799,1.0,16.5
45,1,22,91,1.256,9.391,0.0,11.7
41,2,6,36,1.486,3.518,0.0,13.9
39,1,19,46,2.516,1.67,0.0,9.1
41,1,19,96,2.254,5.234,0.0,7.8
50,2,15,60,0.468,0.192,0.0,1.1
22,3,0,23,0.373,1.559,1.0,8.4
43,2,6,54,0.622,4.562,0.0,9.6
33,1,8,27,0.777,0.789,0.0,5.8
29,1,11,32,0.927,0.993,0.0,6.0
24,1,3,21,2.682,3.387,1.0,28.9
27,1,6,52,1.902,5.274,0.0,13.8
37,4,1,33,2.694,2.619,1.0,16.1
34,2,8,78,2.157,2.055,0.0,5.4
22,1,1,17,0.806,2.356,0.0,18.6
41,1,4,25,1.06,1.464,0.0,10.1
32,2,7,32,0.433,0.943,0.0,4.3
35,1,15,40,1.214,6.186,0.0,18.5
41,1,24,100,5.06,6.44,0.0,11.5
21,2,1,16,0.242,2.638,1.0,18.0
23,1,2,25,0.124,1.001,1.0,4.5
25,1,6,22,2.262,2.182,0.0,20.2
40,1,12,89,2.772,12.714,0.0,17.4
38,1,11,35,1.266,1.534,0.0,8.0
49,2,14,63,0.936,9.018,0.0,15.8
40,1,13,28,0.965,0.687,0.0,5.9
29,2,1,25,0.569,2.031,0.0,10.4
25,1,3,18,0.352,2.582,1.0,16.3
33,1,14,72,15.017,14.719,1.0,41.3
37,2,11,47,1.597,2.915,0.0,9.6
24,1,1,18,0.239,0.823,1.0,5.9
29,2,4,37,1.16,1.282,1.0,6.6
28,2,0,29,2.148,1.709,1.0,13.3
37,2,15,108,5.251,7.493,0.0,11.8
47,2,27,107,1.638,4.889,0.0,6.1
31,2,2,26,0.283,1.485,1.0,6.8
28,3,5,44,0.773,3.055,0.0,8.7
39,2,15,32,0.422,1.146,0.0,4.9
33,2,2,35,2.124,5.891,1.0,22.9
41,2,19,68,1.507,2.437,0.0,5.8
29,2,1,29,2.33,3.818,1.0,21.2
31,1,2,22,1.092,1.702,1.0,12.7
28,4,0,38,0.636,3.316,0.0,10.4
35,1,0,34,1.37,2.404,1.0,11.1
54,1,25,120,14.596,17.204,1.0,26.5
39,1,19,53,0.19,1.771,0.0,3.7
46,1,9,31,1.617,2.661,0.0,13.8
23,2,3,22,1.274,1.234,1.0,11.4
28,2,6,38,0.774,1.962,0.0,7.2
24,1,3,15,0.073,1.622,1.0,11.3
41,2,7,63,4.638,5.064,0.0,15.4
43,2,9,60,4.039,8.201,1.0,20.4
27,3,3,35,1.601,3.054,0.0,13.3
33,4,4,22,0.566,0.644,0.0,5.5
28,1,2,18,1.939,0.725,1.0,14.8
48,1,13,38,0.722,3.382,0.0,10.8
35,3,1,20,0.853,0.727,0.0,7.9
31,1,11,28,0.345,0.999,1.0,4.8
42,2,14,48,1.201,2.927,1.0,8.6
29,1,1,18,1.981,2.627,1.0,25.6
36,1,4,17,0.521,2.42,0.0,17.3
29,1,4,24,0.867,1.005,0.0,7.8
31,1,12,31,2.057,5.29,0.0,23.7
43,4,18,446,16.031,12.959,1.0,6.5
41,2,13,93,9.542,4.129,0.0,14.7
31,1,9,28,0.048,0.624,0.0,2.4
31,1,6,45,0.585,2.7,0.0,7.3
28,2,2,23,0.187,1.285,1.0,6.4
35,1,7,29,0.264,1.157,0.0,4.9
38,1,5,21,0.45,1.44,0.0,9.0
40,1,14,43,2.793,3.657,1.0,15.0
39,1,20,116,2.24,2.516,0.0,4.1
38,2,8,38,0.029,0.199,0.0,0.6
27,3,4,40,0.284,0.956,1.0,3.1
49,1,11,39,2.458,1.481,0.0,10.1
38,1,18,45,0.535,2.615,0.0,7.0
43,1,16,89,0.159,0.197,0.0,0.4
36,2,9,49,0.818,3.396,1.0,8.6
37,1,4,23,0.87,1.982,0.0,12.4
46,3,22,99,0.827,1.45,0.0,2.3
22,2,0,20,0.207,0.913,0.0,5.6
47,1,13,51,3.739,8.399,0.0,23.8
47,3,16,266,2.192,3.128,0.0,2.0
30,4,2,25,1.77,0.73,0.0,10.0
51,2,19,159,1.068,3.384,0.0,2.8
28,1,10,42,1.047,2.565,0.0,8.6
50,1,6,21,1.317,1.392,0.0,12.9
43,1,24,254,7.002,12.556,0.0,7.7
46,2,9,15,0.015,0.63,0.0,4.3
29,1,7,20,1.006,2.954,1.0,19.8
26,1,1,21,0.608,0.421,0.0,4.9
45,1,14,46,1.262,1.084,0.0,5.1
39,1,22,52,1.155,0.509,0.0,3.2
30,2,10,22,1.41,2.132,0.0,16.1
41,3,7,56,0.374,7.746,1.0,14.5
25,2,4,27,0.549,0.801,1.0,5.0
34,1,16,48,1.474,2.174,0.0,7.6
44,3,7,78,3.153,5.037,0.0,10.5
25,1,4,23,0.252,0.944,0.0,5.2
39,1,20,67,3.834,16.668,0.0,30.6
26,1,4,20,0.319,0.761,0.0,5.4
31,1,8,41,0.134,5.032,0.0,12.6
40,3,5,220,8.166,27.034,1.0,16.0
42,1,6,31,1.025,2.571,0.0,11.6
23,1,1,21,1.21,0.554,1.0,8.4
34,1,9,48,0.42,4.044,0.0,9.3
28,4,0,29,1.425,5.593,0.0,24.2
29,1,6,21,1.11,2.691,0.0,18.1
29,2,3,26,0.538,1.048,1.0,6.1
24,2,2,26,0.888,1.634,1.0,9.7
